04/06/1847,02:24:00 PM,"Heber Kimball","Spending the afternoon in counsel with my brethren and likely the rest of the day.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/06/1847,07:30:00 PM,"Orson Pratt","We have procured the following instruments preparatory to our exploring expedition...","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/674343752/thumbnail.aspx__2__normal.jpg"
04/06/1847,07:31:00 PM,"Orson Pratt","...two sextants, one circle of reflection, two artificial horizons, two barometers, several thermometers, telescopes, &c. ","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/674343752/thumbnail.aspx__2__normal.jpg"
04/07/1847,08:39:00 AM,"Charles Harper","Leaving my home in winter quarters. I'm riding in a wagon with Norton Jacob.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/799458913/charles-a-harper_normal.jpg"
04/07/1847,10:38:00 AM,"Erastus Snow","Pres. Young and others started and moved out 4 miles and camped. I have my wagon loaded and am prepared for starting.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676497152/images_normal.jpg"
04/07/1847,02:23:00 PM,"Orson Pratt","Many saints want to follow. we have requested they wait for eight or ten weeks, until the weather should become warmer.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/674343752/thumbnail.aspx__2__normal.jpg"
04/07/1847,02:24:00 PM,"Orson Pratt","Those not in circumstances to follow us are requested to put in spring crops to sustain themselves, and emigrants from our eastern churches.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/674343752/thumbnail.aspx__2__normal.jpg"
04/07/1847,03:27:00 PM,"Levi Jackman","We crossed the Creek on a raft and camped to wate the arrival of the remainder of the Camp.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/674270149/jackman_normal.gif"
04/07/1847,03:57:00 PM,"Lorenzo Young","We just left winter Quarters with the Pioneers.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/678205636/thumbnail.aspx__5__normal.jpg"
04/07/1847,04:14:00 PM,"Heber Kimball","Spent all day making preparations for the journey. Should finish tomorrow.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/07/1847,06:19:00 PM,"Lorenzo Young","We have only gone about half a mile today, and are now camping for the night.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/678205636/thumbnail.aspx__5__normal.jpg"
04/07/1847,06:42:00 PM,"Charles Harper","We journeyed about 7 miles today.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/799458913/charles-a-harper_normal.jpg"
04/08/1847,06:38:00 AM,"Erastus Snow","I have called my family together and dedicated them unto the Lord. I pray we all meet again in the due time of the Lord. ","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676497152/images_normal.jpg"
04/08/1847,11:29:00 AM,"Heber Kimball","Finishing the last of the preparations for the journey. We'll be ready to leave soon.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/08/1847,12:59:00 PM,"George A. Smith","Parley P. Pratt returned from England. I started my wagon on the pioneer trip.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676271058/thumbnail.aspx__1__normal.jpg"
04/08/1847,01:08:00 PM,"John Brown","We're heading out from Winter Quarters today.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/674258649/john_brown_abo_normal.jpg"
04/08/1847,02:49:00 PM,"Charles Harper","We just heard that P. P. Pratt had arrived from England ","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/799458913/charles-a-harper_normal.jpg"
04/08/1847,03:13:00 PM,"Heber Kimball","Calling my family together to give instructions on their duties, to bless them, dedicate, and consecrate them to the Most High God.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/08/1847,05:27:00 PM,"Heber Kimball","Brother Parley has returned to Winter Quarters from his mission in England. He looks well. The Twelve who have already left are coming back.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/08/1847,05:39:00 PM,"Lorenzo Young","We traveled 6 miles today, and are now waiting for the rest of the camp to come up.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/678205636/thumbnail.aspx__5__normal.jpg"
04/08/1847,08:39:00 PM,"Heber Kimball","Meeting with Bro. Parley and the 12 in Dr. Richards' office. Such a delight to hear of the peace and prosperity of the Saints in England.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/09/1847,07:45:00 AM,"Heber Kimball","Leaving Winter Quarters with the Twelve. My son William is driving me, Pres. Young, and Bishop Whitney.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/09/1847,07:59:00 AM,"Charles Harper","Camping tonight out on the open prairie. ","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/799458913/charles-a-harper_normal.jpg"
04/09/1847,10:28:00 AM,"Heber Kimball","Met up with the rest of the Camp, which was some distance outside Winter Quarters. Now we head west.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/09/1847,11:38:00 AM,"Lorenzo Young","staid in camp this morning. Not sure when we will leave","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/678205636/thumbnail.aspx__5__normal.jpg"
04/09/1847,01:12:00 PM,"Lorenzo Young","Just hitched up, and we are heading out.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/678205636/thumbnail.aspx__5__normal.jpg"
04/09/1847,01:22:00 PM,"Erastus Snow","Bearing west after coming up the divide of Mt. Watters a few miles.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676497152/images_normal.jpg"
04/09/1847,01:58:00 PM,"Charles Harper","Just leaving camp now. We're headed toward Elk Horn","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/799458913/charles-a-harper_normal.jpg"
04/09/1847,04:19:00 PM,"Heber Kimball","Traveled about 10 miles today. We've set up camp about 4 miles east of Pappea. Pres Young and I will sleep in the wagon.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/09/1847,04:53:00 PM,"George A. Smith","I have started myself. One of my horses would not work and I sent him back. Traveled eleven miles.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676271058/thumbnail.aspx__1__normal.jpg"
04/09/1847,08:09:00 PM,"Erastus Snow","Making camp in the open Prairie about 10 miles from our first encampment.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676497152/images_normal.jpg"
04/09/1847,08:39:00 PM,"Lorenzo Young","Traveled 8 miles and are now camped for the night","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/678205636/thumbnail.aspx__5__normal.jpg"
04/09/1847,10:49:00 PM,"Heber Kimball","Whitney and I went out to pray for the Pioneers and the 12 for protection & angels to lead them to a resting place for the Lord's people.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/09/1847,10:50:00 PM,"Heber Kimball","Also prayed for our families, wives, children & for all of Israel left behind and for peace and prosperity to abide with them. ","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/10/1847,06:29:00 AM,"Charles Harper","Just got to Elk Horn. Tomorrow we will ford the river.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/799458913/charles-a-harper_normal.jpg"
04/10/1847,07:14:00 AM,"Erastus Snow"," Getting an early start across Poppy creek to find fuel so we can cook.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676497152/images_normal.jpg"
04/10/1847,07:30:00 AM,"Lorenzo Young","Started early and traveled all day. had a hard days work ","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/678205636/thumbnail.aspx__5__normal.jpg"
04/10/1847,07:45:00 AM,"Heber Kimball","Heading out with the camp and the teams toward Pappea, which I'm told means ""butterfly.""","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/10/1847,10:34:00 AM,"Heber Kimball","At Pappea. We've reached a steep bank, so we're attaching ropes to the tongues of the wagons to help draw up the loads.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/10/1847,12:00:00 PM,"Erastus Snow","Struck the mouth of the Elkhorn River, continuing downriver to the old crossing.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676497152/images_normal.jpg"
04/10/1847,03:14:00 PM,"Heber Kimball","Got all the wagons up the embankment safely and pressed on. We're within about 6 miles of Elk Horn and are making camp by a small grove of timber.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/10/1847,06:13:00 PM,"Erastus Snow","Several of the twelve (myself with others) crossed our teames using a raft as prepared by others that went ahead a few days earlier.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676497152/images_normal.jpg"
04/10/1847,07:38:00 PM,"Heber Kimball","The day has passed peaceably. Some boys are dancing for fun. Dr. Richards' horse has wandered off, and we can't find it.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/10/1847,07:49:00 PM,"George A. Smith","Camped seven miles east of the Horn Fork. I found my team too light and so got a yoke of cattle to help me on. ","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676271058/thumbnail.aspx__1__normal.jpg"
04/11/1847,06:58:00 AM,"Heber Kimball","The Sabbath. Everyone rose in good spirits. Dr's horse is still missing. After breakfast, he's sending out several men to look for it.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/11/1847,07:30:00 AM,"Charles Harper","Spent the day crossing the river on a raft. All have now crossed.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/799458913/charles-a-harper_normal.jpg"
04/11/1847,08:41:00 AM,"Heber Kimball","Dr's horse still lost, so I'm giving him my spare to lead his cattle. Pres Young loaned a team of oxen to George A Smith, as his failed.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/11/1847,11:47:00 AM,"Heber Kimball","Reached the Horn River and will spend the afternoon ferrying  wagons across. Some of the most beautiful country I've ever seen. ","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/11/1847,02:49:00 PM,"John Brown","We're crossing the Horn on a raft.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/674258649/john_brown_abo_normal.jpg"
04/11/1847,04:03:00 PM,"Heber Kimball","Ferrying is done for the day: 72 wagons across. Still marveling at the beauty: cedars, rivers, rolling hills.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/11/1847,04:32:00 PM,"Lorenzo Young","Traveled 5 miles so far today.  Just got to Elk Horn River and getting everyone across.  Imagine we'll camp on the other side.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/678205636/thumbnail.aspx__5__normal.jpg"
04/11/1847,04:35:00 PM,"George A. Smith","In all there were 172 wagons and 136 pioneers that crossed the Horn. Dr. Willard Richards and my self were the last wagons that crossed.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676271058/thumbnail.aspx__1__normal.jpg"
04/11/1847,04:36:00 PM,"George A. Smith","We passed down the Horn about half a mile and formed a line, then we fed our horses on cottonwood, brush and corn.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676271058/thumbnail.aspx__1__normal.jpg"
04/11/1847,04:53:00 PM,"George A. Smith"," Came up and crossed the Horn on a raft built by Tarleton Lewis; and Stephen A. H. Goddard. My wagon came near going off the raft. ","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676271058/thumbnail.aspx__1__normal.jpg"
04/11/1847,06:12:00 PM,"Levi Jackman","The remainder of the Camp finished crossing. The creek is about ten rods wide at the fry and three feet and upwards deep.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/674270149/jackman_normal.gif"
04/11/1847,06:15:00 PM,"Levi Jackman","This place is about 6 miles from the mouth-where it emptes into the Platt river.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/674270149/jackman_normal.gif"
04/11/1847,07:09:00 PM,"Heber Kimball","Higbee killed a crane, racoon, and fish, and brought me one for dinner. Getting the camp safely together was important, even on the Sabbath.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/11/1847,07:10:00 PM,"Erastus Snow","All crossed and camped together on the west side the Horn where the Broad Bottom extended across to the Platte.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676497152/images_normal.jpg"
04/12/1847,07:24:00 AM,"Heber Kimball","Brethren gathered, decided Camp should tackle up teams and proceed 12 miles quickly because we fear rain. Roads could be extremely bad.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/12/1847,08:05:00 AM,"John Brown","The twelve are returning to Winter Quarters and I am accompanying them.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/674258649/john_brown_abo_normal.jpg"
04/12/1847,08:06:00 AM,"Erastus Snow","Company started up the Platt with instructions to stop at a part of timber about 12 miles up\ be doing some Blacksmithing and other work. ","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676497152/images_normal.jpg"
04/12/1847,08:12:00 AM,"Erastus Snow","I am returning to Winter Quarters on horseback with the twelve.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676497152/images_normal.jpg"
04/12/1847,08:14:00 AM,"Charles Harper","The twelve have all left to go back to Winter quarters. We are going to resume our journey across to the Plat.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/799458913/charles-a-harper_normal.jpg"
04/12/1847,08:48:00 AM,"Heber Kimball","Camp underway with instructions to stop when they see the blacksmiths and to get any wagons or other items repaired as needed.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/12/1847,10:09:00 AM,"Levi Jackman","Bros [Brigham] Young, [Heber C.] Kimbel and some outhers retourned to hold a counsil with the remainder of the twelve that had just returned","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/674270149/jackman_normal.gif"
04/12/1847,03:23:00 PM,"Charles Harper","We followed the bottom for about 15 miles. We are now camped on the bank of the Platt to wait for the return of the twelve.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/799458913/charles-a-harper_normal.jpg"
04/12/1847,05:02:00 PM,"Erastus Snow","Arrived at Winter Quarters. Elder Taylor has not yet arrived.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676497152/images_normal.jpg"
04/12/1847,06:00:00 PM,"Lorenzo Young","Traveled 12 miles today, we'll camp here.  Brigham Young, Heber Kimball and others crossed back over the Horn to return to Winter Quarters.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/678205636/thumbnail.aspx__5__normal.jpg"
04/12/1847,06:07:00 PM,"Heber Kimball","Returned with the 12 and others to Winter Quarters. Hoped to find Elder Taylor returned from England. He is not back. Families in good spirits.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/12/1847,06:37:00 PM,"Erastus Snow","All hands made arrangements to return on Wednesday and waited in faith for the accomplishment of the vote of the former councilor. ","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676497152/images_normal.jpg"
04/12/1847,07:36:00 PM,"Heber Kimball","Got a wagon and driver ready. Now meeting with Brethren in Dr. Richards' office on church business. After, will rest at home for the night.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/12/1847,07:48:00 PM,"Charles Harper","We decided that Bros. Grover, & Markham should take charge till the 12 come back. Markham told us to set guards, and observe prayers","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/799458913/charles-a-harper_normal.jpg"
04/12/1847,08:10:00 PM,"Charles Harper","The weather during this time had been cold and the spring is backward. There is some slight appearance of grass. ","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/799458913/charles-a-harper_normal.jpg"
04/12/1847,08:28:00 PM,"Appleton Harmon","Brother Kimball just told me he wants me to go with the pioneers & drive an ox team for him. I need to consult with my family first.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/657414385/guy_normal.jpg"
04/12/1847,09:49:00 PM,"Appleton Harmon","I've decided to go. I'm leaving my wife and child in as good circumstances as I could wish, but they are poor at best.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/657414385/guy_normal.jpg"
04/12/1847,11:58:00 PM,"George A. Smith","Returned to Winter Quarters. Met in Council in the evening and continued to council until twelve o'clock.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676271058/thumbnail.aspx__1__normal.jpg"
04/12/1847,11:59:00 PM,"George A. Smith"," I went to bed feeling very tired and much bruised by riding horseback thirty five miles on a rough going nag","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676271058/thumbnail.aspx__1__normal.jpg"
04/13/1847,08:55:00 AM,"William Clayton","Spending most of the day here at home. Thomas & James started for the farm.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/674287633/william_clayton_MD_normal.jpg"
04/13/1847,11:13:00 AM,"Charles Harper","I am making two axletrees for Heber C. Kimball's wagon.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/799458913/charles-a-harper_normal.jpg"
04/13/1847,01:27:00 PM,"Heber Kimball","Using every diligence to start out four ox teams as follows: one each for Pres. Young, myself, Dr. Richards, and David Grant.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/13/1847,03:14:00 PM,"Heber Kimball","Convinced Wm Clayton to go to the mtns with us, but is destitute. Agreed to give all his church records and documents to help outfit family.","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/678227345/thumbnail.aspx__7__normal.jpg"
04/13/1847,04:00:00 PM,"Appleton Harmon","I've got my clothes ready. I'm heading out with Bro. Everett, Jacobs, & Stephens. ","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a3.twimg.com/profile_images/657414385/guy_normal.jpg"
04/13/1847,04:23:00 PM,"George A. Smith","John Taylor arrived from England. Prestnt Brig. Young called for us to meet in council in the evening. ","Along the Pioneer Trail","http://lds.org/churchhistory/library/pioneercompanysources/0,16272,4019-1-1,00.html","http://a1.twimg.com/profile_images/676271058/thumbnail.aspx__1__normal.jpg"
